station,date,N2_s2,rmm1,rmm2,phase,amplitude,group
PSM00091408,2011-04-12,0.00012698811125155237,-0.3993789,0.50795931,7.0,0.64616269,6-7
PSM00091408,2011-04-13,0.00014400140494464741,-0.13033892,0.62332439,7.0,0.63680571,6-7
PSM00091408,2011-04-14,0.00012136517049144517,0.0398239456,0.60733998,6.0,0.60864425,6-7
PSM00091408,2011-04-15,0.00012078617975097873,-0.014241986,0.43973508,7.0,0.43996567,6-7
PSM00091408,2011-04-16,0.00011979120689777851,-0.22876601,0.1775573,8.0,0.28958675,1-8
PSM00091408,2011-04-17,0.00015188107844783393,-0.20117986,0.11141424,8.0,0.22997059,1-8
PSM00091408,2011-04-18,0.0001497547561774844,-0.23407151,0.16709584,8.0,0.28759432,1-8
PSM00091408,2011-04-19,0.00014676478150673687,-0.41138068,0.21491095,8.0,0.46413445,1-8
PSM00091408,2011-04-20,0.00014626820485944073,-0.41881359,0.23195171,8.0,0.47875506,1-8
PSM00091408,2011-04-21,0.00013925152016822833,-0.10024067,0.38382393,7.0,0.39669761,6-7
PSM00091408,2011-04-22,0.0001223401119069684,-0.0216892138,0.0721241683,7.0,0.07531479,6-7
PSM00091408,2011-04-23,0.0001230622828236639,-0.29923159,-0.27459547,1.0,0.40613076,1-8
PSM00091408,2011-04-24,0.00011211164783037395,-0.37102309,-0.52245975,2.0,0.64079815,2-3
PSM00091408,2011-04-25,0.00011846035593999807,-0.24222875,-0.73531443,2.0,0.77418476,2-3
PSM00091408,2011-04-26,0.00014018767746727174,-0.10450757,-0.86336344,2.0,0.86966562,2-3
PSM00091408,2011-04-27,9.754019684693197e-05,0.34615573,-0.84910083,3.0,0.91694933,2-3
PSM00091408,2011-04-28,0.0001172701371737468,0.65274,-1.1867849,3.0,1.3544475,2-3
PSM00091408,2011-04-29,0.00011473352933386233,1.2268804,-1.0544891,4.0,1.6177709,4-5
PSM00091408,2011-04-30,0.00011995584981690623,1.4374878,-0.82668459,4.0,1.6582457,4-5
PSM00091408,2011-05-01,0.00012632711562683772,1.6096646,-0.15965614,4.0,1.617563,4-5
PSM00091408,2011-05-02,0.00014801367914110382,1.8194689,0.24322744,5.0,1.8356543,4-5
PSM00091408,2011-05-03,0.00015280258837594733,1.9784831,0.34301195,5.0,2.007997,4-5
PSM00091408,2011-05-04,0.00013951771572593205,2.0584543,0.60686386,5.0,2.1460471,4-5
PSM00091408,2011-05-05,0.00013310923562151195,1.8787194,0.89047033,5.0,2.0790682,4-5
PSM00091408,2011-05-06,0.00013838742408573193,1.8037363,1.2315792,5.0,2.1840906,4-5
PSM00091408,2011-05-07,0.0001317301285047232,1.8097796,1.6585623,5.0,2.454818,4-5
PSM00091408,2011-05-08,0.0001335777670478151,1.2885021,2.1024187,6.0,2.465847,6-7
PSM00091408,2011-05-09,0.00011393611506295675,0.71123075,2.1560042,6.0,2.270287,6-7
PSM00091408,2011-05-10,0.00015394204998592822,0.0220536552,2.2337315,6.0,2.2338402,6-7
PSM00091408,2011-05-11,0.00011614929958256247,-0.74221414,1.9721379,7.0,2.1071806,6-7
PSM00091408,2011-05-12,0.00011208337377873603,-1.0516341,1.7802529,7.0,2.0676641,6-7
PSM00091408,2011-05-13,0.00010920461768797383,-1.1732429,1.5972281,7.0,1.9818265,6-7
PSM00091408,2011-05-14,8.840025583337222e-05,-1.3299228,1.2125746,8.0,1.799731,1-8
PSM00091408,2011-05-15,0.00014084975437674653,-1.459744,1.1349161,8.0,1.8490232,1-8
PSM00091408,2011-05-16,0.00013602346294893237,-1.5447726,1.1595275,8.0,1.9315348,1-8
PSM00091408,2011-05-17,0.00014025800559178798,-1.6296811,0.95913231,8.0,1.8909773,1-8
PSM00091408,2011-05-18,0.00014974824389000536,-1.637586,0.64536613,8.0,1.7601663,1-8
PSM00091408,2011-05-19,0.00010836505434267258,-1.580146,0.43443406,8.0,1.6387782,1-8
PSM00091408,2011-05-20,0.00011797844142265672,-1.1557572,0.22032064,8.0,1.1765696,1-8
PSM00091408,2011-05-21,0.00012054020555467131,-0.68702996,0.0756344348,8.0,0.69118065,1-8
PSM00091408,2011-05-22,0.00013575532658851027,-0.40117902,0.0458670259,8.0,0.4037925,1-8
PSM00091408,2011-05-23,0.00018976603311244357,0.13731357,0.10373358,5.0,0.17209205,4-5
PSM00091408,2011-05-24,0.00014971638011947763,0.60471463,-0.12753741,4.0,0.61801744,4-5
PSM00091408,2011-05-25,0.00018325698324314892,1.0315548,-0.30109841,4.0,1.0746002,4-5
PSM00091408,2011-05-26,0.00014393196766355841,1.112276,-0.0311390292,4.0,1.1127118,4-5
PSM00091408,2011-05-27,0.00014773962261266474,1.1310709,0.0310449339,5.0,1.1314969,4-5
PSM00091408,2011-05-28,0.00013087113393904325,1.0512581,0.3397764,5.0,1.1048038,4-5
PSM00091408,2011-05-29,0.00014390398402836348,0.5948965,0.66933495,6.0,0.89549488,6-7
PSM00091408,2011-05-30,0.00013903444253846557,0.2286543,0.69959021,6.0,0.736009,6-7
PSM00091408,2011-05-31,0.00014047549254842266,0.0498654544,0.41105616,6.0,0.41406971,6-7
PSM00091408,2011-06-01,0.00012491544689120825,-0.14413868,0.24379516,7.0,0.28321731,6-7
PSM00091408,2011-06-02,0.00013037858722546493,-0.31874034,0.0843766183,8.0,0.32971931,1-8
PSM00091408,2011-06-03,0.0001317127583420805,-0.50675052,0.00133801985,8.0,0.50675231,1-8
PSM00091408,2011-06-04,0.00010506880061887968,-0.51542395,-0.24638343,1.0,0.57128507,1-8
PSM00091408,2011-06-05,0.0001197194431030603,-0.31801826,-0.36547235,2.0,0.48446429,2-3
PSM00091408,2011-06-06,0.0001567909122255474,-0.12933885,-0.53824419,2.0,0.55356604,2-3
PSM00091408,2011-06-07,0.0001346363170611243,0.24662682,-0.56854892,3.0,0.61973596,2-3
PSM00091408,2011-06-08,0.000145729417094608,0.61152667,-0.76177031,3.0,0.97686177,2-3
PSM00091408,2011-06-09,0.00015889371910370633,1.4656,-0.49970633,4.0,1.5484476,4-5
PSM00091408,2011-06-10,0.00014372285355692316,1.489895,-0.15079232,4.0,1.4975064,4-5
PSM00091408,2011-06-11,0.00012530258710762273,1.0623572,0.14472555,5.0,1.0721699,4-5
PSM00091408,2011-06-12,0.00016406525974356527,0.72846705,0.4138079,5.0,0.8377955,4-5
PSM00091408,2011-06-13,0.00012334864313493855,0.78039265,0.31159341,5.0,0.84029943,4-5
PSM00091408,2011-06-14,0.0001432571045666689,0.80877525,0.10178424,5.0,0.81515485,4-5
PSM00091408,2011-06-15,0.00016445099127317638,0.48448244,0.23899017,5.0,0.54022175,4-5
PSM00091408,2011-06-16,0.00013562743209435138,0.0825269073,0.63808465,6.0,0.64339936,6-7
PSM00091408,2011-06-17,0.00014568700576015188,0.0580146126,0.6849525,6.0,0.68740499,6-7
PSM00091408,2011-06-18,0.0001784916107010394,0.3737224,0.36942351,5.0,0.52549231,4-5
PSM00091408,2011-06-19,0.000101938621159863,0.36940756,0.0387684926,5.0,0.3714363,4-5
PSM00091408,2011-06-20,0.00014809442743087225,0.30450678,-0.11062921,4.0,0.32398024,4-5
PSM00091408,2011-06-21,0.00015703553396213162,-0.0760839656,-0.0995846838,2.0,0.1253231,2-3
PSM00091408,2011-06-22,0.00016217537653942605,-0.0904069319,-0.26913846,2.0,0.2839171,2-3
PSM00091408,2011-06-23,0.00014903739532751923,-0.22565545,-0.50043511,2.0,0.54895872,2-3
PSM00091408,2011-06-24,0.00011454430791790263,-0.38049856,-0.64637458,2.0,0.75005287,2-3
PSM00091408,2011-06-25,0.00011311781661340887,-0.16470672,-0.75545865,2.0,0.77320504,2-3
PSM00091408,2011-06-26,0.00015101979403773578,0.036700584,-0.84508157,3.0,0.84587812,2-3
PSM00091408,2011-06-27,0.00013397166112492744,-0.1638806,-0.77424353,2.0,0.79139739,2-3
PSM00091408,2011-06-28,0.00012489276208672753,-0.37179205,-0.72071844,2.0,0.81096506,2-3
PSM00091408,2011-06-29,0.00013093870315349491,-0.57123828,-0.43805057,1.0,0.7198621,1-8
PSM00091408,2011-06-30,0.00013465707738148766,-0.4933359,-0.48994115,1.0,0.69528604,1-8
PSM00091408,2011-07-01,0.000135546628284256,-0.62209165,-0.44787717,1.0,0.76654547,1-8
PSM00091408,2011-07-02,0.0001651353838462546,-0.62791258,-0.47579414,1.0,0.78781617,1-8
PSM00091408,2011-07-03,0.0001431457029614703,-0.56995827,-0.3453472,1.0,0.66642112,1-8
PSM00091408,2011-07-04,0.00013710531718190059,-0.58801746,-0.0851755068,1.0,0.59415436,1-8
PSM00091408,2011-07-05,9.958254570080309e-05,-0.45567217,-0.13806809,1.0,0.47613016,1-8
PSM00091408,2011-07-06,0.0001757558211111975,-0.32637402,-0.0581488796,1.0,0.33151364,1-8
PSM00091408,2011-07-07,0.0001472934029878074,-0.65854192,0.0935127214,8.0,0.6651482,1-8
PSM00091408,2011-07-08,0.00014426408814973197,-0.94103003,0.03167741,8.0,0.94156301,1-8
PSM00091408,2011-07-09,0.00014173689961102112,-1.078214,0.25828698,8.0,1.108719,1-8
PSM00091408,2011-07-10,0.0001283703345692655,-1.3365217,-0.0211706702,1.0,1.3366895,1-8
PSM00091408,2011-07-11,9.835326140826419e-05,-1.7450416,-0.34487244,1.0,1.7787938,1-8
PSM00091408,2011-07-12,0.00010471338171677875,-2.0633774,-0.55072224,1.0,2.135608,1-8
PSM00091408,2011-07-13,0.00011878947338717663,-1.7822969,-0.73803872,1.0,1.9290628,1-8
PSM00091408,2011-07-14,0.00010827976144092485,-1.4581373,-0.89394039,1.0,1.710349,1-8
PSM00091408,2011-07-15,0.00014175872579636446,-0.90797669,-0.89392036,1.0,1.2741724,1-8
PSM00091408,2011-07-16,0.00010630783953980379,-0.24022536,-0.96768278,2.0,0.99705476,2-3
PSM00091408,2011-07-17,0.00012561942452621316,0.1374128,-1.0412287,3.0,1.0502568,2-3
PSM00091408,2011-07-18,0.00013766319252312613,0.36943883,-0.83702958,3.0,0.91493362,2-3
PSM00091408,2011-07-19,0.00014619082767984397,0.71581346,-0.74214548,3.0,1.0311007,2-3
PSM00091408,2011-07-20,0.00016481245819498436,1.0208542,-0.38871416,4.0,1.0923562,4-5
PSM00091408,2011-07-21,0.00012089772019728514,1.1812208,0.29554054,5.0,1.2176316,4-5
PSM00091408,2011-07-22,0.00010784795855612834,1.008801,0.55697519,5.0,1.1523458,4-5
PSM00091408,2011-07-23,0.00010509918345910621,1.2229624,0.76039928,5.0,1.4400847,4-5
PSM00091408,2011-07-24,0.0001443633910394575,1.076076,0.68385106,5.0,1.2749871,4-5
PSM00091408,2011-07-25,0.00015081913124861813,0.60237551,0.62132859,6.0,0.86539322,6-7
PSM00091408,2011-07-26,0.00013230661454071075,0.14129832,0.61757284,6.0,0.63353091,6-7
PSM00091408,2011-07-27,0.0001288403732737083,-0.28740534,0.44025245,7.0,0.52576047,6-7
PSM00091408,2011-07-28,0.0001017923980554565,-0.56389296,0.45349535,8.0,0.72362512,1-8
PSM00091408,2011-07-29,0.00016392921699884307,-0.81247401,0.31287771,8.0,0.87063569,1-8
PSM00091408,2011-07-30,0.00015797415239871042,-0.71879721,0.1350442,8.0,0.73137295,1-8
PSM00091408,2011-07-31,0.00012794706558057005,-0.292656,-0.12181156,1.0,0.31699464,1-8
PSM00091408,2011-08-01,0.00015069249449318952,-0.00389018422,-0.35738149,2.0,0.35740268,2-3
PSM00091408,2011-08-02,0.00013147772022489588,-0.0681113675,-0.15812081,2.0,0.17216663,2-3
PSM00091408,2011-08-03,0.00013810440602233745,0.0547388121,-0.0319052413,4.0,0.063358359,4-5
PSM00091408,2011-08-04,0.00012071437577198263,0.0364436023,0.26117995,6.0,0.26371026,6-7
PSM00091408,2011-08-05,0.00013929675407060583,-0.0241210982,0.43373546,7.0,0.43440565,6-7
PSM00091408,2011-08-06,0.00016903655665784968,0.19234052,0.29901868,6.0,0.35553771,6-7
PSM00091408,2011-08-07,0.0001719794617451827,0.13742644,0.0847240239,5.0,0.16144407,4-5
PSM00091408,2011-08-08,0.0001615489603925843,0.20426591,0.28375223,6.0,0.34962821,6-7
PSM00091408,2011-08-09,0.00014874287858000738,0.18954062,0.0311101526,5.0,0.19207679,4-5
PSM00091408,2011-08-10,0.00014035308819074015,-0.30182755,-0.19219598,1.0,0.35782561,1-8
PSM00091408,2011-08-11,9.976957116618503e-05,-0.37386307,-0.35195562,1.0,0.51346505,1-8
PSM00091408,2011-08-12,0.00014210252409435552,-0.48588142,-0.92279416,2.0,1.042895,2-3
PSM00091408,2011-08-13,0.00012573477285742564,-0.7269215,-1.2073495,2.0,1.4092933,2-3
PSM00091408,2011-08-14,0.00013148257302769115,-0.76953703,-1.2359909,2.0,1.4559741,2-3
PSM00091408,2011-08-15,0.00011331409544723638,-1.0257914,-1.1134679,2.0,1.5139548,2-3
PSM00091408,2011-08-16,0.00012648820881294896,-1.1469067,-1.1225138,1.0,1.6048154,1-8
PSM00091408,2011-08-17,9.676676416811258e-05,-1.0143512,-1.0598736,2.0,1.4670516,2-3
PSM00091408,2011-08-18,0.00013301255866552292,-0.8441267,-0.94570148,2.0,1.2676361,2-3
PSM00091408,2011-08-19,0.0001314137592016191,-0.63352966,-1.0117043,2.0,1.193694,2-3
PSM00091408,2011-08-20,0.0001516728939781614,-0.67067111,-0.76451874,2.0,1.0169998,2-3
PSM00091408,2011-08-21,0.00013592679553891336,-0.86896229,-0.57152343,1.0,1.0400647,1-8
PSM00091408,2011-08-22,0.00013311105851638287,-1.1114302,-0.77226067,1.0,1.3533896,1-8
PSM00091408,2011-08-23,0.00011840232945729784,-1.0316919,-0.95248818,1.0,1.4041445,1-8
PSM00091408,2011-08-24,0.00012601813474808372,-1.0112584,-1.3311759,2.0,1.6717274,2-3
PSM00091408,2011-08-25,0.00013127923638621007,-0.85548615,-1.6165304,2.0,1.8289416,2-3
PSM00091408,2011-08-26,0.00012688240251648725,-0.53366536,-1.8451298,2.0,1.9207557,2-3
PSM00091408,2011-08-27,0.0001166042321757645,0.24830864,-1.7015913,3.0,1.7196133,2-3
PSM00091408,2011-08-28,0.00011898539457923658,0.59306496,-1.5392406,3.0,1.6495416,2-3
PSM00091408,2011-08-29,0.00012701030157815524,0.64590526,-1.262004,3.0,1.417691,2-3
PSM00091408,2011-08-30,0.000124166519877173,0.66154522,-1.0336217,3.0,1.2271984,2-3
PSM00091408,2011-08-31,0.00011181020451064189,0.48261923,-0.79669678,3.0,0.93147576,2-3
PSM00091408,2011-09-01,0.00011353563049668405,0.32714874,-0.61689264,3.0,0.69827127,2-3
PSM00091408,2011-09-02,0.00011116618062064528,0.34380704,-0.65364534,3.0,0.73854959,2-3
PSM00091408,2011-09-03,0.00011546252904544584,0.18213306,-0.68453658,3.0,0.70835215,2-3
PSM00091408,2011-09-04,0.0001697106291095438,0.13206401,-0.62050378,3.0,0.63440198,2-3
PSM00091408,2011-09-05,0.00014347969173065075,0.0132103227,-0.5545671,3.0,0.55472445,2-3
PSM00091408,2011-09-06,0.00010474365534052536,0.0286792833,-0.73396128,3.0,0.73452139,2-3
PSM00091408,2011-09-07,0.00016942762873331377,0.14026393,-0.92753309,3.0,0.93807864,2-3
PSM00091408,2011-09-08,0.00016947624171966422,0.33218405,-0.80654675,3.0,0.87227511,2-3
PSM00091408,2011-09-09,0.00012963851757494656,0.34190845,-0.90887189,3.0,0.97105587,2-3
PSM00091408,2011-09-10,0.00013460411573437806,0.27534503,-1.0616747,3.0,1.096799,2-3
PSM00091408,2011-09-11,0.00012266672098352568,0.18363681,-0.9125042,3.0,0.93079877,2-3
PSM00091408,2011-09-12,0.00013701877021948382,0.21043959,-1.050696,3.0,1.0715628,2-3
PSM00091408,2011-09-13,0.00011577027318825168,0.049224291,-0.82238984,3.0,0.82386166,2-3
PSM00091408,2011-09-14,0.00011569084510135248,-0.0359811448,-0.63134229,2.0,0.63236678,2-3
PSM00091408,2011-09-15,0.00013110411764595127,-0.022091737,-0.51784503,2.0,0.51831603,2-3
PSM00091408,2011-09-16,0.00014363086674853076,0.16308458,-0.6683284,3.0,0.68793851,2-3
PSM00091408,2011-09-17,0.0001581797302526211,0.32329556,-0.79631132,3.0,0.85943687,2-3
PSM00091408,2011-09-18,0.0001399946612765666,0.36970738,-0.89002669,3.0,0.96375883,2-3
PSM00091408,2011-09-19,0.00012486187804409995,0.70517045,-0.7692154,3.0,1.0435313,2-3
PSM00091408,2011-09-20,0.00015847255958607523,0.85948235,-0.44031754,4.0,0.96570671,4-5
PSM00091408,2011-09-21,0.0001329879928408779,0.64335054,0.0845566615,5.0,0.64888346,4-5
PSM00091408,2011-09-22,0.00014548695097237372,0.51290351,0.42461798,5.0,0.66586071,4-5
PSM00091408,2011-09-23,0.00015788119476996525,0.67681974,0.32902446,5.0,0.75255704,4-5
PSM00091408,2011-09-24,0.0001602889163160857,0.69899541,0.18016863,5.0,0.72184163,4-5
PSM00091408,2011-09-25,0.00011416752965988639,0.9993915,0.35437134,5.0,1.0603596,4-5
PSM00091408,2011-09-26,0.0001341190956181895,1.1581764,0.46283236,5.0,1.2472315,4-5
PSM00091408,2011-09-27,0.00015451076169300322,1.0527087,0.549137,5.0,1.1873277,4-5
PSM00091408,2011-09-28,0.00010365013070431624,1.0391221,0.89000225,5.0,1.3681662,4-5
PSM00091408,2011-09-29,0.00014138857543886759,0.95755023,1.2259169,6.0,1.5555625,6-7
PSM00091408,2011-09-30,0.00015914937210795082,0.94947112,1.2234533,6.0,1.5486553,6-7
PSM00091408,2011-10-01,0.00014458655138756165,1.0560795,1.2991457,6.0,1.6742412,6-7
PSM00091408,2011-10-02,0.00012284009364858057,1.0572344,1.0523126,5.0,1.491679,4-5
PSM00091408,2011-10-03,0.0001501914760943201,0.7662285,1.0731202,6.0,1.3185952,6-7
PSM00091408,2011-10-04,0.00012777545953303814,0.41537941,1.0483857,6.0,1.1276758,6-7
PSM00091408,2011-10-05,0.00011415060600763562,0.00212710933,1.327306,6.0,1.3273077,6-7
PSM00091408,2011-10-06,0.00013233783051699342,-0.23996846,1.447252,7.0,1.4670117,6-7
PSM00091408,2011-10-07,0.0001447441386451277,-0.36904025,1.3654672,7.0,1.414458,6-7
PSM00091408,2011-10-08,0.00013170290407186775,-0.57636702,1.3932295,7.0,1.5077424,6-7
PSM00091408,2011-10-09,0.00017599444421572758,-1.0123669,1.1795182,7.0,1.554397,6-7
PSM00091408,2011-10-10,0.00016572094676182237,-1.3987981,1.0509849,8.0,1.7496301,1-8
PSM00091408,2011-10-11,0.00013691347068568073,-1.5887917,0.87900221,8.0,1.8157378,1-8
PSM00091408,2011-10-12,0.00014449810732361255,-1.9218707,0.69941252,8.0,2.045181,1-8
PSM00091408,2011-10-13,0.00011970335166735211,-2.0284824,0.46471095,8.0,2.0810328,1-8
PSM00091408,2011-10-14,0.00012952506467673775,-2.2698224,0.24301498,8.0,2.2827942,1-8
PSM00091408,2011-10-15,0.0001199979543782788,-2.6287715,-0.29341537,1.0,2.6450958,1-8
PSM00091408,2011-10-16,0.00011675718213523628,-2.8550093,-1.0623426,1.0,3.0462518,1-8
PSM00091408,2011-10-17,0.00010798049595308397,-2.9342356,-1.5779366,1.0,3.3316097,1-8
PSM00091408,2011-10-18,0.00011661568858966219,-3.0829144,-1.8351351,1.0,3.5877683,1-8
PSM00091408,2011-10-19,0.00010642729755604076,-2.7555597,-2.162101,1.0,3.5025406,1-8
PSM00091408,2011-10-20,0.00011228309855658108,-2.1213214,-2.2947927,2.0,3.1250725,2-3
PSM00091408,2011-10-21,0.00010258911975210919,-1.5107039,-1.9819535,2.0,2.4920607,2-3
PSM00091408,2011-10-22,0.00011113380295957967,-1.3329573,-1.6294217,2.0,2.1051817,2-3
PSM00091408,2011-10-23,0.00012336703541891692,-1.0354648,-1.5666229,2.0,1.8778963,2-3
PSM00091408,2011-10-24,0.00013311352037022935,-0.65364903,-1.4496347,2.0,1.5901879,2-3
PSM00091408,2011-10-25,0.0001254668470334457,-0.44665438,-1.0547258,2.0,1.1454023,2-3
PSM00091408,2011-10-26,0.00010949085208924493,-0.59860229,-0.86295927,2.0,1.0502492,2-3
PSM00091408,2011-10-27,0.00012141232631110734,-0.56771952,-0.71669179,2.0,0.91430444,2-3
PSM00091408,2011-10-28,9.48581760750257e-05,-0.21081279,-0.8083806,2.0,0.83541685,2-3
PSM00091408,2011-10-29,0.0001258044735149981,-0.00373464869,-0.8421942,2.0,0.84220248,2-3
PSM00091408,2011-10-30,0.0001285287997598972,0.20015475,-0.88565361,3.0,0.90798914,2-3
PSM00091408,2011-10-31,0.00016279330342102553,0.35666838,-0.77500665,3.0,0.85313988,2-3
PSM00091408,2011-11-01,0.00011055184320587095,0.75610346,-0.77614903,3.0,1.0835588,2-3
PSM00091408,2011-11-02,0.00010902533685558826,1.0732783,-1.0358702,4.0,1.4916277,4-5
PSM00091408,2011-11-03,0.00011389415361684725,1.1349972,-1.0714738,4.0,1.5608572,4-5
PSM00091408,2011-11-04,0.00013907864722075892,1.117731,-0.68980348,4.0,1.3134502,4-5
PSM00091408,2011-11-05,0.0001344917672532597,1.3686655,-0.23022571,4.0,1.3878938,4-5
PSM00091408,2011-11-06,0.00014907488194859528,1.3933734,0.20411579,5.0,1.4082445,4-5
PSM00091408,2011-11-07,0.00011888020305264508,1.3122542,0.64818412,5.0,1.4636098,4-5
PSM00091408,2011-11-08,0.00012031350642063558,1.0421621,0.86497545,5.0,1.3543575,4-5
PSM00091408,2011-11-09,0.00014381505632584112,0.54540664,1.0687231,6.0,1.1998489,6-7
PSM00091408,2011-11-10,0.00012888614839926975,-0.00921370368,1.1195258,7.0,1.1195637,6-7
PSM00091408,2011-11-11,0.00012983579160644434,-0.60239184,0.89281893,7.0,1.0770336,6-7
PSM00091408,2011-11-12,0.00013603756858570216,-0.62141937,0.87769556,7.0,1.0754123,6-7
PSM00091408,2011-11-13,0.00014704967367831854,-0.83607757,0.90161413,7.0,1.2296072,6-7
PSM00091408,2011-11-14,0.00012588944356994557,-0.80927157,0.63149279,8.0,1.0265006,1-8
PSM00091408,2011-11-15,0.00011751820082504138,-0.97782964,0.45514905,8.0,1.0785692,1-8
PSM00091408,2011-11-16,0.00015328692642530337,-0.95425957,0.2543509,8.0,0.98757571,1-8
PSM00091408,2011-11-17,0.0001110478339756413,-1.002169,-0.13914227,1.0,1.0117822,1-8
PSM00091408,2011-11-18,0.00011673631016930857,-1.0117365,-0.39671576,1.0,1.0867356,1-8
PSM00091408,2011-11-19,0.00011051767730437244,-1.0395066,-0.44475558,1.0,1.1306553,1-8
PSM00091408,2011-11-20,0.00012609249546216477,-0.91264158,-0.71641523,1.0,1.1602436,1-8
PSM00091408,2011-11-21,0.0001630559768669444,-0.64003938,-0.79977673,2.0,1.0243502,2-3
PSM00091408,2011-11-22,0.00013984563146553013,-0.38427192,-1.3000356,2.0,1.3556391,2-3
PSM00091408,2011-11-23,0.00011279945350737739,-0.4407118,-1.780931,2.0,1.8346504,2-3
PSM00091408,2011-11-24,0.00012671328580935495,-0.35580054,-1.8179584,2.0,1.8524488,2-3
PSM00091408,2011-11-25,0.00013697935979840265,-0.16193806,-1.9336412,2.0,1.9404104,2-3
PSM00091408,2011-11-26,0.00011329469259879716,0.10799909,-2.0358949,3.0,2.0387573,2-3
PSM00091408,2011-11-27,0.00011058686404119002,0.54160452,-2.1703398,3.0,2.2368975,2-3
PSM00091408,2011-11-28,0.00012038721975486953,0.77005774,-2.1666136,3.0,2.299392,2-3
PSM00091408,2011-11-29,0.00013424946139004238,1.0126779,-1.8192977,3.0,2.0821528,2-3
PSM00091408,2011-11-30,0.00013741849022074482,1.1550148,-1.5364738,3.0,1.9221891,2-3
PSM00091408,2011-12-01,0.00013314519768758179,1.4443804,-1.3831354,4.0,1.9998246,4-5
PSM00091408,2011-12-02,0.00012645169333642053,1.6189284,-1.090032,4.0,1.9516913,4-5
PSM00091408,2011-12-03,0.00012296503586517587,1.8766637,-0.70012313,4.0,2.0030077,4-5
PSM00091408,2011-12-04,0.00011805928939428463,2.1380467,-0.27485153,4.0,2.1556408,4-5
PSM00091408,2011-12-05,0.0001373304572178659,2.2286026,-0.074233003,4.0,2.2298386,4-5
PSM00091408,2011-12-06,0.00014433085365568197,2.0009398,0.16844249,5.0,2.0080173,4-5
PSM00091408,2011-12-07,0.000115022550223521,1.7296979,0.18314813,5.0,1.7393672,4-5
PSM00091408,2011-12-08,0.00011863242123265357,1.6265533,0.53299779,5.0,1.7116549,4-5
PSM00091408,2011-12-09,0.00017427943887683792,1.2115992,0.51491582,5.0,1.3164767,4-5
PSM00091408,2011-12-10,0.00011154000368926377,1.088006,0.30283472,5.0,1.1293653,4-5
PSM00091408,2011-12-11,0.0001573707061437058,0.64301723,0.25977951,5.0,0.69351029,4-5
PSM00091408,2011-12-12,0.0001273297729294686,0.46209866,0.21217528,5.0,0.50848162,4-5
PSM00091408,2011-12-13,0.00011757965261340895,0.51449209,-0.0522587001,4.0,0.51713932,4-5
PSM00091408,2011-12-14,0.0001281050066114087,0.59999365,-0.0938751474,4.0,0.60729313,4-5
PSM00091408,2011-12-15,0.00019527974254461032,0.72959596,-0.25493395,4.0,0.77285284,4-5
PSM00091408,2011-12-22,0.00011758765108106993,1.4436585,-0.11014068,4.0,1.4478539,4-5
PSM00091408,2011-12-23,0.00013200701701730712,1.7340996,-0.0370530114,4.0,1.7344954,4-5
PSM00091408,2011-12-24,0.000126802969386253,1.8422118,-0.23418154,4.0,1.8570367,4-5
PSM00091408,2011-12-25,0.00017854291285828995,1.6242893,-0.0436095633,4.0,1.6248746,4-5
PSM00091408,2011-12-26,0.00015606348874235267,1.5306512,0.33585769,5.0,1.5670652,4-5
PSM00091408,2011-12-27,9.36442013030273e-05,1.4301558,0.67258978,5.0,1.5804185,4-5
PSM00091408,2011-12-28,0.00013588256815926842,1.3541183,0.87811959,5.0,1.6139178,4-5
PSM00091408,2011-12-29,0.0001438576018163894,1.1472518,1.0195138,5.0,1.5347948,4-5
PSM00091408,2011-12-30,0.00013699501797114174,0.97863722,1.2967056,6.0,1.6245542,6-7
PSM00091408,2011-12-31,8.999269148642377e-05,0.79520482,1.3485366,6.0,1.5655355,6-7
PSM00091408,2012-01-01,0.0001491309185883383,0.59518021,1.2646128,6.0,1.3976712,6-7
PSM00091408,2012-01-02,0.00015625125985578944,0.4710691,1.1115505,6.0,1.2072492,6-7
PSM00091408,2012-01-03,0.00015472552805491943,0.24136327,0.98243994,6.0,1.0116543,6-7
PSM00091408,2012-01-04,0.0001103139148039097,0.1064629,1.0265385,6.0,1.0320444,6-7
PSM00091408,2012-01-05,0.00010838979320016364,0.19713846,0.75090408,6.0,0.7763508,6-7
PSM00091408,2012-01-06,0.00011887253014748855,0.35294831,0.808429,6.0,0.88211679,6-7
PSM00091408,2012-01-07,0.00014489746973325067,0.15093064,0.93382639,6.0,0.94594491,6-7
PSM00091408,2012-01-08,0.00011541384498642576,-0.33453825,0.78759545,7.0,0.85569996,6-7
PSM00091408,2012-01-09,0.00014192293438966303,-0.44870445,0.45272964,7.0,0.63741654,6-7
PSM00091408,2012-01-10,0.0001288072758665664,-0.0492591113,0.38119304,7.0,0.38436258,6-7
PSM00091408,2012-01-11,0.00010774937421709367,0.37100211,0.77117914,6.0,0.85578024,6-7
PSM00091408,2012-01-12,0.00012989194398268006,0.32847813,0.58329934,6.0,0.6694296,6-7
PSM00091408,2012-01-13,0.00013576099326594268,0.27284089,0.50662237,6.0,0.5754202,6-7
PSM00091408,2012-01-14,0.00014227968775319327,0.1798252,0.68805683,6.0,0.71116757,6-7
PSM00091408,2012-01-15,8.605170070384779e-05,0.26829603,0.83404005,6.0,0.876131,6-7
PSM00091408,2012-01-16,0.00011803018369153279,0.27952561,0.73765761,6.0,0.78884304,6-7
